userId,movieId,rating,timestamp
555,72,3.0,978746552
449,4011,4.0,1053200172
343,4993,5.0,1202060823
440,4878,4.5,1237569031
517,3578,1.0,1487953195
66,5957,4.0,1113190495
182,2841,4.0,1063284555
182,7090,4.5,1075742337
200,30812,4.0,1229877759
384,3203,4.0,996440881
474,3100,3.0,1004131401
387,5291,3.5,1174198365
468,318,3.0,831400444
294,2306,3.0,966596414
480,27821,3.5,1179165171
480,1097,5.0,1179161568
514,6870,2.0,1533873471
28,3911,3.0,1234334923
90,141,3.0,856353996
483,54272,4.0,1186314193
448,4448,3.0,1053249671
414,2500,3.0,961438373
122,1210,5.0,1461561411
380,43836,3.0,1494794566
420,6936,4.0,1218217806
42,858,5.0,996213544
47,8464,3.0,1496206868
414,3745,4.0,973790972
57,2005,3.0,965798313
432,1892,4.5,1315242429
165,1304,3.0,1046741758
266,1288,5.0,945669791
169,899,5.0,1059427559
567,167746,3.5,1525285822
76,63992,0.5,1439168031
474,48780,4.0,1180012316
482,5401,2.0,1105396662
91,5693,4.5,1112716962
525,88810,4.0,1476478020
160,60,2.0,971619579
365,5349,3.0,1488332442
410,3855,5.0,990728949
480,4728,1.5,1179165458
182,3862,3.5,1055155076
284,442,4.0,832699673
480,34150,2.5,1179164558
599,3863,2.5,1498514066
68,26,3.0,1158534106
336,163,5.0,1120567987
560,72011,3.0,1469747474
580,3481,4.0,1167791351
42,1976,2.0,996260489
474,4704,3.0,1075729849
182,1726,3.5,1075859227
481,1183,4.0,884773369
489,55269,2.5,1333232409
577,2985,3.0,945967115
380,1954,5.0,1493474242
165,1221,3.0,1046741758
590,2571,4.0,1258419539
280,5025,2.5,1347605012
380,1515,3.0,1494804545
89,148632,4.5,1520409568
382,58105,4.0,1515162028
387,8195,4.0,1117431704
599,708,2.0,1519244631
237,1375,3.5,1410630043
372,272,3.0,874416280
33,1545,5.0,939715414
605,27706,2.5,1277176668
274,4306,3.5,1171494063
18,1374,4.5,1456958429
599,3578,3.5,1498501113
489,2232,3.5,1333232678
217,2253,3.0,955941505
64,27801,3.5,1161531037
66,849,3.5,1113190262
599,1222,3.5,1498798149
425,3275,4.5,1085492408
63,3623,2.5,1443200578
342,2490,3.0,1042822170
599,4132,1.5,1498504430
41,48780,3.0,1458939668
230,8636,4.0,1196304298
534,2080,3.5,1459787996
409,3869,4.0,968985523
380,5219,4.0,1494267350
19,3264,3.0,965705040
560,5839,4.0,1469677524
474,5690,4.5,1124123473
417,1258,5.0,1529284250
187,6283,3.5,1161849854
73,63992,2.0,1464282935
133,524,3.0,843491580
414,1747,4.0,994167446
249,115210,4.5,1439505064
318,76251,4.0,1312876226
28,48879,2.5,1242109131
237,6373,3.0,1410632204
239,47099,2.5,1221159533
432,58293,2.5,1315242737
232,4823,3.5,1206995511
492,782,5.0,863976674
182,2730,5.0,1054780270
221,3152,5.0,1119984659
23,904,3.5,1107164418
122,1923,4.5,1461562164
448,129657,1.0,1462213497
469,1037,1.0,965334866
460,318,5.0,1359176683
40,151,4.0,832059189
298,541,4.5,1447584754
367,1580,4.0,997812260
445,7143,3.5,1454622158
387,1234,3.0,1152605551
603,574,3.0,963180134
182,1729,4.0,1054780533
428,3979,3.0,1111525564
562,79695,4.5,1368896281
31,1196,4.0,850467408
483,3052,4.0,1178294168
274,2114,3.5,1171828253
156,7089,4.0,1106881191
435,6539,4.5,1366678010
391,1960,4.0,1032389132
538,1035,5.0,1307846823
107,318,5.0,832003644
424,1704,4.0,1457844960
140,257,3.0,967048906
562,1219,4.0,1368892373
192,317,3.0,835129031
323,158,3.0,1422640453
387,8644,3.0,1117355701
105,109633,5.0,1446572830
247,1022,2.0,1467936073
445,17,3.5,1454621917
115,32,5.0,958574098
489,2003,3.5,1334587579
115,487,5.0,944951378
249,94266,3.5,1347887466
298,6218,1.5,1449592129
6,273,3.0,845553875
239,2297,4.5,1221147550
465,3740,4.0,959895583
411,529,3.0,835533161
17,48516,4.0,1305696748
112,780,5.0,1442535837
448,5099,3.0,1019126914
177,2858,4.0,1435523796
68,2334,3.5,1269123630
575,2587,2.0,926510262
448,1409,3.0,1019128400
528,105504,4.5,1391736631
62,161131,4.0,1521490226
310,1396,4.0,1078648973
600,4993,5.0,1237714397
198,24,4.0,1034138101
95,2023,4.0,1043339302
594,5151,4.5,1108975891
219,1250,4.5,1214043587
599,2398,3.5,1498539882
599,3418,3.0,1498525113
111,47122,4.0,1516154933
177,1298,2.0,1435535292
92,2139,4.0,1294941502
5,153,3.0,847434802
474,927,4.0,1100119644
555,3783,5.0,978839685
300,8950,3.0,1425352209
586,185,3.5,1529902031
599,144522,2.0,1519121418
23,8012,4.0,1107164430
232,8912,2.0,1218170783
474,7059,4.0,1070286701
605,986,4.0,1277094969
429,343,3.0,828124615
596,80549,3.5,1535827269
385,1007,2.0,842892436
19,3825,3.0,965702777
68,7458,4.0,1158533071
18,148626,4.0,1484169587
492,990,4.0,863977525
182,4720,4.5,1054783581
387,965,4.0,1121744363
64,597,3.5,1161520504
232,7376,3.0,1218166748
428,637,1.5,1111523573
381,31685,2.5,1167543163
606,4484,4.0,1171324642
249,924,4.5,1415415256
339,54997,5.0,1460186153
560,91353,3.5,1469652062
222,1393,3.5,1391354062
608,4105,3.5,1117408565
509,94777,3.0,1435996003
477,70687,4.5,1256050520
288,3006,4.0,988139114
233,1732,4.0,1448816492
182,7323,3.0,1078244831
488,1639,0.5,1112381806
104,1247,4.0,1048595744
45,2771,5.0,1007994972
510,858,4.5,1141160565
599,2243,2.5,1519150429
599,1876,2.0,1498510406
21,4085,3.5,1441826878
274,2459,3.5,1221685706
606,47629,4.0,1177937288
171,800,5.0,866904379
594,7114,0.5,1108950852
560,81383,2.5,1469675874
102,160,3.0,835876194
414,5988,3.0,1053624517
317,1247,5.0,1430512224
366,8961,4.0,1445546555
599,4623,2.5,1498514414
477,2716,4.0,1200949027
580,8961,4.5,1167674561
19,2354,2.0,965707419
381,19,2.5,1165975855
63,2918,3.5,1443201007
259,153,4.0,1146845627
193,1206,5.0,1435857302
19,13,3.0,965709102
414,5817,4.5,1076182735
198,17,3.0,1034136028
428,110,2.5,1111523269
448,128592,1.0,1459258497
448,150604,2.5,1492962436
449,3996,3.5,1053198925
298,1198,4.5,1450441571
603,1306,1.0,963179517
182,1252,4.0,1075764755
140,6185,3.0,1058313047
414,8362,2.5,1216150064
21,588,4.0,1407618992
313,3930,3.0,1030475668
342,2975,3.0,1042821919
414,364,4.0,961519028
298,3791,2.5,1466277467
438,3793,4.0,1105649537
559,405,2.0,845476487
17,1967,4.0,1305696313
187,6711,4.5,1161849200
76,77455,3.5,1439168084
489,468,2.0,1332704689
527,480,5.0,1033174024
41,1641,2.0,1458939146
462,71640,3.5,1269928905
597,1275,4.0,940421094
290,1674,4.0,975031977
380,7163,4.0,1494071496
409,910,5.0,968978852
186,3203,4.0,1031081454
274,4544,3.5,1171830127
156,1682,3.5,1106855262
477,6365,3.5,1201166072
249,117590,4.0,1424391661
226,1247,4.0,1159219631
610,356,3.0,1493844769
135,1845,5.0,1009691222
526,176413,4.5,1502136508
414,173197,4.5,1511541655
448,8169,2.5,1087571812
306,53322,3.0,1518380996
143,3526,3.0,1444768929
234,2384,2.0,1004409631
381,8865,2.5,1167543064
95,2968,4.5,1105400903
32,21,4.0,856737002
57,733,3.0,965798313
419,37240,4.0,1321853371
370,4306,4.0,1159163415
218,1625,2.0,1111624908
483,37729,4.0,1204473476
318,2324,4.0,1278488326
314,161,2.0,834241586
448,6424,1.0,1054457487
517,6377,4.0,1487954354
298,71745,0.5,1447517172
111,4011,3.0,1519415306
474,7882,3.0,1084365770
368,908,3.0,971273222
352,139385,5.0,1493674538
196,150,5.0,1460954092
243,420,4.0,837155193
517,2083,2.5,1487956034
314,553,3.0,834241933
387,44974,1.5,1169187772
232,30816,3.5,1234194660
312,2617,3.0,1043176312
600,3259,2.5,1237759600
493,6,4.0,1001562846
603,1480,3.0,963177645
177,158,3.0,1435890757
599,1895,2.5,1498516050
268,1704,3.0,940266842
533,2502,4.0,1424753660
64,1961,4.0,1161520193
477,4014,4.0,1200941259
21,59900,3.0,1427558545
510,34405,0.5,1141159428
436,231,1.0,833529522
519,72998,4.0,1518478579
414,68358,4.0,1246413686
298,8966,1.0,1447599151
412,1234,5.0,939114231
597,2248,5.0,941639536
140,5267,4.0,1032258894
318,165,3.5,1256504427
367,4023,5.0,997812140
258,72641,3.0,1534892552
122,61323,5.0,1461561807
466,63082,2.0,1439915388
543,63082,5.0,1377068843
599,353,2.5,1498517384
599,1997,3.5,1498798036
45,5,3.0,959625102
41,52973,3.5,1458940187
8,377,4.0,839463644
484,8361,3.5,1342297085
414,450,3.0,961439009
414,68932,3.5,1273977741
367,3618,3.0,997812483
368,2542,3.0,971275527
38,168,4.0,841341549
122,3175,4.5,1461562375
472,2134,3.5,1345842904
363,1641,4.0,1502584568
45,1080,4.0,951757142
608,2474,4.5,1147794830
597,2524,4.0,941640714
226,2291,3.0,1097545789
448,139642,3.0,1465727277
156,3481,4.5,1106855435
306,65230,2.0,1518380408
414,193,2.0,961437722
159,4022,3.0,1508640307
283,1517,4.0,901228396
177,54190,3.0,1435525723
448,6331,3.5,1113580318
414,3755,3.0,965067424
316,2699,1.5,1111493100
226,2088,2.0,1097545100
561,1258,4.5,1491091945
387,6713,4.0,1123356723
181,597,4.0,845469555
580,30749,3.0,1167790638
111,46948,0.5,1516151720
260,6385,3.0,1109410878
274,3408,3.0,1171943607
108,1079,5.0,1042840657
393,1240,0.5,1430505957
93,1894,3.0,942946588
599,2028,3.5,1498537662
599,7373,3.5,1498798228
414,37386,2.0,1216151225
21,7143,4.0,1412967530
418,2144,3.5,1461868164
182,1213,5.0,1055153970
474,5135,4.0,1046811786
525,46578,4.5,1476476430
600,2089,3.0,1237760505
200,2858,3.5,1229886272
285,296,4.0,1449625911
607,1385,4.0,963080256
564,138036,3.5,1478452262
43,575,5.0,848994691
69,3863,3.0,1021645473
555,2572,3.0,978746874
378,8950,4.0,1445347890
200,524,3.5,1229876652
119,106491,4.5,1442168751
599,1587,3.5,1498797496
219,34319,3.5,1195335073
288,1721,3.0,976121266
599,93840,3.5,1498501074
391,1961,4.0,1032389642
292,4901,4.0,1293563045
423,3753,1.0,1155285617
414,5810,4.0,1037023875
233,4993,4.0,1448815893
600,3910,3.5,1237713795
1,593,4.0,964983793
484,84374,4.0,1342366390
156,4973,4.0,1106882006
340,356,3.0,848666375
604,292,3.0,832079869
425,4022,3.5,1085476629
599,45720,2.5,1519119059
387,11,2.5,1117415000
132,1968,4.0,1329984101
271,2288,3.5,1234301793
599,95165,4.0,1519132319
453,1196,4.0,972621643
448,82093,1.5,1328371086
316,661,2.5,1111493203
87,327,3.5,1270702652
318,53574,4.0,1422108976
434,4011,5.0,1270606915
453,1793,4.0,1005966701
509,95558,3.0,1436030338
328,73017,3.0,1494207191
262,348,3.0,840306019
312,5952,5.0,1043177848
274,198,4.0,1199752005
21,95067,3.0,1419794692
4,708,4.0,986935230
483,1320,2.5,1215895327
590,590,3.0,1258420432
307,719,1.5,1186162403
534,160,3.5,1459788743
567,111781,2.5,1525287910
351,88179,3.5,1328296816
74,3424,4.0,1207499286
407,293,3.0,1424349633
515,175569,4.0,1513678313
121,246,3.0,847656374
474,6269,4.5,1064007586
301,4973,4.0,1211378380
365,30793,3.5,1488332633
474,1284,3.5,1107193636
153,55247,5.0,1525548301
196,4963,3.5,1460954295
140,4322,4.0,993208204
599,1390,1.0,1498797236
509,48997,3.0,1435995388
176,780,4.0,840108684
232,8937,3.5,1110574174
318,171011,4.5,1533303535
368,4000,3.0,975805443
235,208,1.0,841422389
369,1584,3.0,1237081501
217,3341,4.0,955943856
448,61123,2.0,1223742842
68,3489,4.0,1158534463
495,27773,5.0,1458635306
307,30894,2.0,1186258081
462,27850,3.5,1201445737
480,349,3.0,1179161209
557,2617,4.5,1452875032
297,50,5.0,900871748
333,3578,4.0,965671624
41,55280,4.0,1458939161
606,6785,3.0,1171927365
555,4042,3.0,980124580
307,65088,4.0,1242822476
246,86332,4.0,1354145800
606,8966,3.5,1180309278
480,2455,2.5,1179178869
219,546,0.5,1195944991
198,4776,4.0,1034137213
408,8528,4.5,1483945606
381,3755,3.5,1167542347
510,6787,4.5,1141159450
469,3767,2.0,965335164
393,48394,5.0,1430506137
305,2012,4.0,1460366062
95,1527,5.0,1043339507
608,1917,3.5,1117504416
599,608,3.5,1498798016
474,6963,4.5,1070286826
599,628,3.5,1498537635
288,6786,4.0,1101506981
483,1527,3.5,1178293067
477,3160,4.0,1200941148
356,2144,3.5,1228072598
608,27839,3.5,1117504147
232,165,3.5,1218166156
34,3617,1.5,1162050185
408,45447,3.5,1467361318
140,3755,4.0,967047814
489,3258,4.0,1333296999
139,77561,1.5,1453924578
610,80162,2.5,1493848937
103,1198,3.5,1431957032
489,296,4.0,1333101247
47,72998,2.5,1496209178
247,1193,5.0,1467646503
177,8665,4.0,1435525969
406,5620,5.0,1296959395
237,44195,4.0,1410632713
572,3167,4.0,945890499
91,1552,3.0,1112712196
537,6888,5.0,1424316557
236,2447,5.0,943015019
381,4995,4.0,1165975380
182,172,3.5,1055150749
527,5039,5.0,1033175803
555,4084,3.0,980125838
9,5872,3.0,1044656962
109,852,3.0,841189749
410,58,4.0,990807791
489,1377,3.5,1334587496
419,69860,5.0,1328241818
64,1148,4.0,1161529053
561,1127,3.0,1491094668
62,6539,4.0,1521488598
47,104841,2.0,1496205293
202,924,5.0,974912414
522,58559,5.0,1253343490
75,5008,4.0,1158968122
361,31685,4.0,1204047871
387,1447,3.0,1171934996
246,780,2.5,1354134583
352,42723,1.0,1493674924
373,520,1.0,846830316
215,2686,5.0,1260905552
109,474,3.0,841108346
274,61132,3.5,1256144863
128,1356,4.0,899033437
514,2028,4.0,1533872451
609,1059,3.0,847221054
21,102125,3.5,1441393005
474,3632,4.0,1238350354
103,8807,4.0,1431970127
382,114795,3.5,1515249972
371,6711,5.0,1407691571
387,46970,2.5,1212603817
217,1573,2.0,955940625
237,5679,3.5,1410632220
226,1527,4.5,1095662820
313,3578,5.0,1030556236
555,1562,3.0,978749155
135,2,3.0,1009692764
610,4975,3.5,1493845410
222,89774,2.5,1391350136
414,43912,2.0,1150130066
50,1682,2.5,1527370879
232,42002,3.0,1218167058
520,7812,3.5,1326682269
235,10,2.0,841422389
151,724,3.0,855947434
540,2183,2.0,1179108240
292,3615,3.0,1015374772
76,30707,4.0,1439165832
385,247,3.0,842892541
73,106782,4.5,1464197233
233,81845,3.5,1537470521
448,69784,3.0,1276341252
546,3940,5.0,973588771
103,1221,4.5,1431954396
410,3893,3.0,990728462
328,70286,3.0,1494207173
178,593,4.5,1164354905
249,78209,3.5,1348497257
567,3134,3.0,1525287625
600,1617,3.0,1237715075
474,1954,4.0,983033369
387,1707,1.0,1095121749
39,3418,2.0,974789327
380,5463,4.0,1494267462
234,2987,5.0,1004408972
274,27311,3.5,1245056251
469,1196,5.0,965333710
211,6934,1.0,1350912417
607,3157,3.0,963171288
514,158830,2.5,1534087215
51,4340,2.5,1230930946
543,60408,5.0,1377068869
307,55765,4.5,1204234614
393,5630,2.0,1430507680
580,45880,4.0,1167791696
484,203,4.0,1342366016
263,7147,4.0,1120071558
135,742,4.0,1009691432
474,8879,3.0,1145755122
140,4889,3.0,1020883962
43,225,4.0,848993879
130,317,3.0,832589692
239,32587,4.0,1221148041
152,88129,4.0,1450867829
20,4638,1.5,1054147250
109,588,3.0,841106402
275,1089,5.0,1049076262
366,68157,4.5,1445546633
610,40278,4.0,1493845362
301,46578,4.0,1211378321
474,1593,3.0,1046887830
414,88125,3.5,1511535645
414,46965,3.5,1168551575
384,4280,2.0,994038410
517,64622,1.5,1488398607
280,215,4.5,1348534146
368,1909,3.0,971275771
483,256,3.0,1327277652
414,4639,1.0,1037630668
600,6502,3.0,1237708677
182,2843,5.0,1055151542
445,260,5.0,1454621690
5,515,3.0,847435129
555,3174,3.0,978746302
474,5630,3.5,1053021641
580,2788,4.0,1167791184
525,1265,4.0,1476480715
474,377,4.0,974667447
160,4792,2.5,1058456638
275,3591,5.0,1049077099
391,2333,5.0,1030825163
51,3,4.0,1230932736
96,3176,4.0,964774079
414,3615,3.0,981386236
520,5459,4.0,1326610387
169,6188,4.5,1070250469
534,4963,4.0,1459787997
438,423,3.0,1105670715
539,69122,5.0,1332475184
577,1222,4.0,945966432
354,509,4.0,1200952954
462,8464,3.0,1201445840
249,84772,4.0,1430482868
593,45722,1.0,1181007836
288,1924,2.0,976138804
282,50872,5.0,1378491514
152,904,4.0,1450572466
438,5954,3.0,1105665715
155,1517,3.0,961861723
371,6934,5.0,1407692318
606,7109,3.0,1232573721
391,3285,1.0,1030825020
492,74,4.0,863976249
182,6188,3.0,1063274775
47,6765,3.0,1496210188
526,39516,4.5,1502133927
294,348,2.0,966595587
223,593,2.5,1226209646
596,87304,3.5,1535832563
525,47382,3.0,1476478410
508,3396,2.0,1268297481
133,457,4.0,843490862
83,7669,4.0,1332840342
610,55553,3.0,1493848338
51,60074,5.0,1230931645
64,2571,4.0,1161519966
298,61323,3.0,1447516906
288,364,3.0,978469358
606,2843,4.0,1171360972
199,1897,3.0,940373078
156,2617,3.5,1106855347
304,73,4.0,920884193
68,11,4.5,1158531050
380,204,3.0,1494035868
603,308,4.0,963179359
51,247,5.0,1230928802
372,1019,3.0,874416120
448,8957,2.5,1224341045
288,1093,4.0,976122034
414,64983,3.0,1249833179
232,69406,3.5,1269465590
450,3481,4.0,974705044
571,3072,5.0,966900054
610,139644,4.5,1493846253
585,4878,3.0,1307418454
256,33004,4.0,1446580601
605,2870,3.5,1277097222
292,4638,4.0,1015374932
105,3462,4.5,1446618508
274,4254,1.5,1171932102
469,2908,3.0,965845908
376,1479,4.5,1364932724
210,128842,4.0,1527266156
321,587,3.0,843212550
562,2858,5.0,1368893988
407,1036,3.0,1424349636
555,3016,4.0,978822017
610,51540,5.0,1493845248
341,94677,4.0,1522174516
131,5959,2.5,1349838973
480,1393,4.0,1179162473
434,2011,3.5,1270606698
387,1282,4.0,1094877252
73,69481,4.5,1464275319
274,2174,3.5,1171491595
274,596,3.5,1171785488
169,6709,3.0,1070250087
140,3408,3.0,1004036158
393,1732,0.5,1430506720
600,2405,3.5,1237762755
448,95875,1.5,1375631183
489,2797,4.0,1333023113
475,108190,3.5,1498031389
414,1372,3.0,961514924
525,1028,4.5,1476478378
298,7153,4.0,1447517999
414,2947,3.0,961515597
140,1721,4.0,942841219
527,1246,4.0,1033174269
30,68358,5.0,1500370441
600,2424,1.0,1237759280
470,300,4.0,849075432
484,1307,3.5,1342295020
254,7438,4.0,1180446385
357,74282,5.0,1348627622
143,6377,4.0,1444769084
480,6796,4.0,1179160975
103,4886,3.5,1431957215
584,593,4.0,834987643
606,3094,4.0,1173570115
6,524,3.0,845554479
610,1196,5.0,1479544565
43,553,4.0,848993983
274,7454,2.0,1171787188
63,1968,4.0,1443200066
600,5673,3.0,1237762063
339,90439,3.0,1503953517
583,3882,3.5,1481474504
448,102125,3.0,1380312379
122,111,5.0,1461561504
292,1240,4.0,1245511344
180,3552,4.0,1270237587
298,71264,3.0,1447517158
245,2064,2.0,951182799
228,1801,3.5,1363222694
274,55290,3.5,1223524660
50,79702,2.0,1527108178
291,7153,3.0,1464337115
382,91671,1.0,1515161253
378,3949,3.5,1445347508
599,3700,2.5,1519138478
581,4993,4.5,1447007092
474,3072,5.0,978575669
272,4993,2.0,1532266027
360,1608,5.0,884997534
198,365,3.0,1034135986
573,3948,4.0,1186590130
209,122886,3.5,1524607732
581,4886,4.5,1447007410
603,612,3.0,963179060
61,1101,1.5,1145531624
426,2797,4.0,1451082059
368,3527,3.0,975829046
232,64983,3.0,1241823425
381,3081,2.5,1164876908
47,391,4.5,1496206564
105,104841,4.0,1447538114
57,2949,3.0,969754215
50,89774,2.5,1514239289
305,114246,3.0,1461945549
309,930,4.0,1166068873
105,6433,5.0,1446572504
483,1673,4.0,1327277202
474,3671,2.0,978576200
162,508,5.0,836511477
318,106648,3.0,1442351142
41,33166,4.0,1459367568
414,1912,3.0,961513710
66,2956,4.0,1113190710
330,3535,3.5,1288837253
346,4641,3.5,1094651056
62,4896,4.5,1521489784
231,1214,4.0,1433089506
387,3617,2.0,1117430712
120,858,5.0,860070306
560,1092,3.5,1469654237
453,3240,4.0,972621539
274,71379,2.0,1285027751
385,376,3.0,837949698
414,4019,4.0,979568865
362,98809,4.0,1530643143
368,3066,4.0,971274999
514,11,4.0,1533949297
100,1299,3.5,1100186342
448,84152,3.0,1329590016
567,95167,2.0,1525288540
352,2600,4.0,1493673917
298,7147,2.0,1447560530
474,38,1.0,1089387538
474,2167,2.0,974667447
135,1573,4.0,1009690990
483,101283,3.0,1415576270
425,4226,3.5,1085476666
101,2683,3.0,968440850
313,1080,1.0,1030557819
407,109374,3.5,1424349211
89,588,1.0,1520408342
4,1199,2.0,945078967
603,4223,3.0,1000194420
292,2353,4.0,990062513
177,1997,3.5,1435534483
342,288,3.0,1042821145
448,1833,2.0,1019139324
